id,nama,kabupaten,rating,total_review,kategori,highlights,price_range,best_time,link,lat,lng,tiktok_link_1,tiktok_link_2,tiktok_link_3
714,Bali United Cafe,Gianyar,4.6,768,Family Friendly | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['bola', 'harga', 'stadion', 'luas', 'meeting', 'konsep']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Bali+United+Cafe/data=!4m7!3m6!1s0x2dd21795786d5bf9:0xd52ce9c7f95c3f85!8m2!3d-8.5474549!4d115.3059314!16s%2Fg%2F11f657x2cw!19sChIJ-VtteJUX0i0RhT9c-cfpLNU?authuser=0&hl=id&rclk=1,-8.5474549,115.3059314,https://www.tiktok.com/@wahyunimade88/video/7597792048132984085,https://www.tiktok.com/@syahanyulizar/video/7589966141867543828,https://www.tiktok.com/@indonesia.hooligan/video/7607119439506525461
715,Black Sands Coffee & Eatery,Gianyar,4.5,353,Sunset & View | Family Friendly | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'service', 'cafe', 'atmosphere', 'pizza', 'luas']",Rp 15–50k,Sunset jam 5–7pm,https://www.google.com/maps/place/Black+Sands+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2dd23ffd434a788f:0x3bf9f31233aa83b1!8m2!3d-8.6353236!4d115.2833127!16s%2Fg%2F11clsr_9l2!19sChIJj3hKQ_0_0i0RsYOqMxLz-Ts?authuser=0&hl=id&rclk=1,-8.6353236,115.2833127,https://www.tiktok.com/@nilaayu__/video/7618493516733730068,https://www.tiktok.com/@blacksandsbali/video/7617459437468454165,https://www.tiktok.com/@blacksandsbali/video/7609697970409377044
716,Sore coffee & Eatery,Gianyar,4.5,91,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['sungai', 'latte', 'harga', 'orang', 'instagram', 'pancake']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Sore+coffee+%26+Eatery/data=!4m7!3m6!1s0x2dd23f14b5fa3a93:0xa52d6fcd849cae60!8m2!3d-8.6046882!4d115.2504789!16s%2Fg%2F11vxxp1hnd!19sChIJkzr6tRQ_0i0RYK6chM1vLaU?authuser=0&hl=id&rclk=1,-8.6046882,115.2504789,https://www.tiktok.com/@novialnahabiba/video/7636740525982469397,https://www.tiktok.com/@balinextstop/video/7561387515370933511,https://www.tiktok.com/@barucobalagi/video/7562015980537269522
717,Mango Cafe,Gianyar,4.6,427,Sunset & View | Work from Cafe | Vibrant Nightlife,"['atmosphere', 'service', 'persawahan', 'smoothies', 'villa', 'musik']",Rp 50–150k,Sunset jam 5–7pm,https://www.google.com/maps/place/Mango+Cafe/data=!4m7!3m6!1s0x2dd23d49b41e4e37:0x20e85add245ea1cf!8m2!3d-8.4930188!4d115.2813477!16s%2Fg%2F11sgmw_02b!19sChIJN04etEk90i0Rz6FeJN1a6CA?authuser=0&hl=id&rclk=1,-8.4930188,115.2813477,https://www.tiktok.com/@raddyns/video/7574242614443019541,https://www.tiktok.com/@mangomango.bali/video/7525698193531669767,https://www.tiktok.com/@agafomo/video/7638564372754844948
718,Huma Cafe by Goldmine,Gianyar,4.7,2173,Sunset & View | Work from Cafe | Vibrant Nightlife,"['sawah', 'sunset', 'pemandangan', 'the view', 'smoothie bowls', 'teriyaki']",Rp 150–400k,Sunset jam 5–7pm,https://www.google.com/maps/place/Huma+Cafe+by+Goldmine/data=!4m7!3m6!1s0x2dd22349e65ea973:0xadf2e8a4e24cbd5c!8m2!3d-8.4610161!4d115.2721347!16s%2Fg%2F11rq9j2n0j!19sChIJc6le5kkj0i0RXL1M4qTo8q0?authuser=0&hl=id&rclk=1,-8.4610161,115.2721347,https://www.tiktok.com/@hey.chikaa/video/7561629152781143352,https://www.tiktok.com/@agungcalvinreview/video/7497270696146455813,https://www.tiktok.com/@aie.licious/video/7507234784825969928
719,Bee Cafe Bali,Gianyar,4.4,214,Sunset & View | Work from Cafe | Vibrant Nightlife,"['sawah', 'sarapan', 'service', 'permata', 'mangkok', 'mobil']",Rp 50–150k,Sunset jam 5–7pm,https://www.google.com/maps/place/Bee+Cafe+Bali/data=!4m7!3m6!1s0x2dd23d848e39d593:0xdd5a6efde87d473c!8m2!3d-8.5169923!4d115.2741602!16s%2Fg%2F11hzskw1vd!19sChIJk9U5joQ90i0RPEd96P1uWt0?authuser=0&hl=id&rclk=1,-8.5169923,115.2741602,https://www.tiktok.com/@sychevprolive/video/7557255715849653522,https://www.tiktok.com/@beecampbaturitibe/video/7611810995161402645,https://www.tiktok.com/@sugesti.r/video/7532171471192476936
720,Ejji Coffee Dharmagiri Gianyar District 24,Gianyar,4.7,145,Work from Cafe | Vibrant Nightlife,"['matcha', 'barista', 'latte', 'ice', 'pesan', 'standar']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Ejji+Coffee+Dharmagiri+Gianyar+District+24/data=!4m7!3m6!1s0x2dd217e9cdca31dd:0x1195cdf6996fd4d8!8m2!3d-8.5409317!4d115.3195822!16s%2Fg%2F11tp9rlz23!19sChIJ3THKzekX0i0R2NRvmfbNlRE?authuser=0&hl=id&rclk=1,-8.5409317,115.3195822,https://www.tiktok.com/@dharma_one15/video/7608488074812656903,https://www.tiktok.com/@rekomendasiteguh/video/7635661889292324104,https://www.tiktok.com/@aiuoela/video/7581708166069570834
721,Kulidan Kitchen & Space,Gianyar,4.6,357,Sunset & View | Family Friendly | Work from Cafe | Vibrant Nightlife,"['sawah', 'cafe', 'santai', 'pameran seni', 'sore', 'komunitas']",Rp 50–150k,Sunset jam 5–7pm,https://www.google.com/maps/place/Kulidan+Kitchen+%26+Space/data=!4m7!3m6!1s0x2dd2157c08207a11:0x4a0b41d25d381176!8m2!3d-8.6143483!4d115.2956618!16s%2Fg%2F11g5zxgxvx!19sChIJEXogCHwV0i0RdhE4XdJBC0o?authuser=0&hl=id&rclk=1,-8.6143483,115.2956618,https://www.tiktok.com/@pov.nenot/video/7538439770171575570,https://www.tiktok.com/@cahaya.mutiara.ub2/video/7629873559120186632,https://www.tiktok.com/@cisenatbali/video/7631507356756495623
722,TOMORO COFFEE - Gianyar,Gianyar,4.5,301,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['baristanya', 'harga', 'pelayanan', 'lantai', 'latte', 'aplikasi']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/TOMORO+COFFEE+-+Gianyar/data=!4m7!3m6!1s0x2dd21797ac1a43cf:0x2179f15036da6f70!8m2!3d-8.54093!4d115.3176454!16s%2Fg%2F11l66zv9_f!19sChIJz0MarJcX0i0RcG_aNlDxeSE?authuser=0&hl=id&rclk=1,-8.54093,115.3176454,https://www.tiktok.com/@cempakariskaa/video/7574805807150288146,https://www.tiktok.com/@jajanmuluu11/video/7634151530702146823,https://www.tiktok.com/@wayansutara2/video/7534126524228701448
723,Warmmeet Gianyar,Gianyar,4.5,140,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'wifi', 'ramen', 'atmosphere', 'internet', 'gosong']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Warmmeet+Gianyar/data=!4m7!3m6!1s0x2dd23d4182f616a5:0x42587583efa033ee!8m2!3d-8.5386393!4d115.3228113!16s%2Fg%2F11kk053rl5!19sChIJpRb2gkE90i0R7jOg74N1WEI?authuser=0&hl=id&rclk=1,-8.5386393,115.3228113,https://www.tiktok.com/@warmmeet.bali/video/7495439255343222022,https://www.tiktok.com/@rianajuliawati/video/7542398348515347718,https://www.tiktok.com/@warmmeet.bali/video/7460756893003173125
724,Raditya Cafe,Gianyar,4.7,230,Sunset & View | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['sawah', 'harga', 'sunset', 'mango', 'nasi goreng', 'campuhan ridge walk']",Rp 15–50k,Sunset jam 5–7pm,https://www.google.com/maps/place/Raditya+Cafe/data=!4m7!3m6!1s0x2dd23d35bc94fa5f:0x78b12422ff69ee47!8m2!3d-8.4886763!4d115.2582505!16s%2Fg%2F11f00hxb5n!19sChIJX_qUvDU90i0RR-5p_yIksXg?authuser=0&hl=id&rclk=1,-8.4886763,115.2582505,https://www.tiktok.com/@baliwonderfood/video/7529839577125752072,https://www.tiktok.com/@dapoer.raditya/video/7289075954117283078,https://www.tiktok.com/@rr.mey72/video/7296299563776740613
725,Bono Coffee Shop,Gianyar,4.6,231,Sunset & View | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'sawah', 'sunset', 'pemandangan', 'musiknya', 'maps']",Rp 15–50k,Sunset jam 5–7pm,https://www.google.com/maps/place/Bono+Coffee+Shop/data=!4m7!3m6!1s0x2dd215d2e925a5e7:0x8e245cd546e50ed5!8m2!3d-8.5643163!4d115.3195549!16s%2Fg%2F11qq8yr9vs!19sChIJ56Ul6dIV0i0R1Q7lRtVcJI4?authuser=0&hl=id&rclk=1,-8.5643163,115.3195549,https://www.tiktok.com/@hii_hil/video/7605164888465378580,https://www.tiktok.com/@rytha_alfhyanha_28/video/7589565783211052306,https://www.tiktok.com/@anaisrenee/video/7544197130739535126
726,Pandawa Coffee and Eatery,Gianyar,4.8,62,Sunset & View | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'sunset', 'gunung', 'the view', 'beer', 'pelayanan']",Rp 15–50k,Sunset jam 5–7pm,https://www.google.com/maps/place/Pandawa+Coffee+and+Eatery/data=!4m7!3m6!1s0x2dd223181cc909f3:0x16607158456ac931!8m2!3d-8.4209469!4d115.2796635!16s%2Fg%2F11x_cdn5zy!19sChIJ8wnJHBgj0i0RMclqRVhxYBY?authuser=0&hl=id&rclk=1,-8.4209469,115.2796635,https://www.tiktok.com/@pandawa.coffee.an/video/7553547191323872520,https://www.tiktok.com/@bumdakutuh/video/7599484287284481288,https://www.tiktok.com/@bumdakutuh/video/7550256212449840389
727,Nusandari Cafe,Gianyar,4.8,298,Sunset & View | Work from Cafe | Vibrant Nightlife,"['sawah', 'dinner', 'sushi', 'cocktail', 'senyum', 'villa']",Rp 50–150k,Sunset jam 5–7pm,https://www.google.com/maps/place/Nusandari+Cafe/data=!4m7!3m6!1s0x2dd2239a6e0ed857:0xd7cd82f30fd5abc0!8m2!3d-8.4560716!4d115.2735516!16s%2Fg%2F11l357dc2l!19sChIJV9gObpoj0i0RwKvVD_OCzdc?authuser=0&hl=id&rclk=1,-8.4560716,115.2735516,https://www.tiktok.com/@tarzana229/video/7552408444150631702,https://www.tiktok.com/@deliciousbalii/video/7325616277052017926,
728,Sudut Kopi,Gianyar,4.1,225,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'pelayanan', 'wifi', 'meja', 'masak', 'pesan']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Sudut+Kopi/data=!4m7!3m6!1s0x2dd2177262ad008b:0xc0d1e65abdf7e5a4!8m2!3d-8.5586265!4d115.3093497!16s%2Fg%2F11pckyky4y!19sChIJiwCtYnIX0i0RpOX3vVrm0cA?authuser=0&hl=id&rclk=1,-8.5586265,115.3093497,https://www.tiktok.com/@nugi_97/video/7626355621494787346,https://www.tiktok.com/@balifoodheaven/video/7601366987863805202,https://www.tiktok.com/@jalansamavier/video/7557387425367002380
729,Rumah Makan Kedaton - Gatot Subroto,Denpasar,4.4,637,Family Friendly | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'lauk', 'nasi campur', 'halal', 'pilihan', 'dendeng']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Rumah+Makan+Kedaton+-+Gatot+Subroto/data=!4m7!3m6!1s0x2dd23f6eb3055555:0x2520ffc251e1269!8m2!3d-8.6354615!4d115.2186963!16s%2Fg%2F11s7pbkcmb!19sChIJVVUFs24_0i0RaRIeJfwPUgI?authuser=0&hl=id&rclk=1,-8.6354615,115.2186963,https://www.tiktok.com/@deliciousbalii/video/7470400508755217670,https://www.tiktok.com/@baligaskeun/video/7493819505605446967,https://www.tiktok.com/@ybearv/video/7504305781500660999
730,Renoma Resto | Bar | Venue,Denpasar,4.5,563,Family Friendly | Work from Cafe | Vibrant Nightlife,"['luas', 'band', 'taman', 'live music', 'wedding', 'acara']",Rp 80–200k,Malam jam 7pm+,https://www.google.com/maps/place/Renoma+Resto+%7C+Bar+%7C+Venue/data=!4m7!3m6!1s0x2dd24189bf576337:0xea0883478d9b2501!8m2!3d-8.6721134!4d115.2449951!16s%2Fg%2F11n102cm9z!19sChIJN2NXv4lB0i0RASWbjUeDCOo?authuser=0&hl=id&rclk=1,-8.6721134,115.2449951,https://www.tiktok.com/@nomnombali/video/7392513223523601669,https://www.tiktok.com/@omsnip/video/7309068772088859910,https://www.tiktok.com/@nesyaadenisaa/video/7516587286016855314
731,Rooftop Denpasar,Denpasar,4.8,235,Sunset & View | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['sunset', 'pelayanan', 'harga', 'tangga', 'angkringan', 'olahraga']",Rp 15–50k,Sunset jam 5–7pm,https://www.google.com/maps/place/Rooftop+Denpasar/data=!4m7!3m6!1s0x2dd24125024c2067:0x7582e036680af6b7!8m2!3d-8.694053!4d115.190456!16s%2Fg%2F11lkgm__ws!19sChIJZyBMAiVB0i0Rt_YKaDbggnU?authuser=0&hl=id&rclk=1,-8.694053,115.190456,https://www.tiktok.com/@vndmedia/video/7489680983944482066,https://www.tiktok.com/@agitalifia/video/7540530857191427348,https://www.tiktok.com/@desakmadertns/video/7500391382889057541
732,Loh & Co,Denpasar,4.5,1619,Work from Cafe | Vibrant Nightlife,"['meeting', 'taman', 'nasi goreng', 'katedral', 'mie goreng', 'sambal matah']",Rp 80–200k,Malam jam 7pm+,https://www.google.com/maps/place/Loh+%26+Co/data=!4m7!3m6!1s0x2dd2415572a9dafb:0x4d4bc81d4d289499!8m2!3d-8.6735726!4d115.2290407!16s%2Fg%2F11h_d4ftth!19sChIJ-9qpclVB0i0RmZQoTR3IS00?authuser=0&hl=id&rclk=1,-8.6735726,115.2290407,https://www.tiktok.com/@extraj0z/video/7636724560578186503,https://www.tiktok.com/@lohandcobali/video/7609620942070828308,https://www.tiktok.com/@lohandcobali/video/7521578847532305672
733,24 Cafe Bali,Denpasar,4.6,134,Family Friendly | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'luas', 'pesan', 'orang', 'anak', 'rum']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/24+Cafe+Bali/data=!4m7!3m6!1s0x2dd23fe9be689897:0xc96d735597d079b7!8m2!3d-8.6150462!4d115.2004383!16s%2Fg%2F11hqvb899c!19sChIJl5hovuk_0i0Rt3nQl1Vzbck?authuser=0&hl=id&rclk=1,-8.6150462,115.2004383,https://www.tiktok.com/@rete_balinese/video/7632558980757327124,https://www.tiktok.com/@hangout.seeker/video/7554320092884913424,https://www.tiktok.com/@balihints/video/7608164625334537493
734,ZodiacXII Coffee & Eatery,Denpasar,4.6,875,Work from Cafe | Vibrant Nightlife,"['lantai', 'lawakan tunggal', 'ruang meeting', 'makanan minuman', 'nasi goreng', 'gelato']",Rp 80–200k,Malam jam 7pm+,https://www.google.com/maps/place/ZodiacXII+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2dd241179713a6af:0x184bfcf49f5c6436!8m2!3d-8.6727723!4d115.222072!16s%2Fg%2F11j13hnlh4!19sChIJr6YTlxdB0i0RNmRcn_T8Sxg?authuser=0&hl=id&rclk=1,-8.6727723,115.222072,https://www.tiktok.com/@sukabumihariini.id/video/7509687319927049478,https://www.tiktok.com/@zodiac_xii/video/7609885765685808400,https://www.tiktok.com/@zodiac_xii/video/7605478995429166343
735,Tahoma Cafe & Eatery,Denpasar,4.2,1150,Work from Cafe | Vibrant Nightlife,"['pesan', 'game', 'panas', 'nasi bakar', 'ayam parmigiana', 'chicken wings']",Rp 30–100k,Malam jam 7pm+,https://www.google.com/maps/place/Tahoma+Cafe+%26+Eatery/data=!4m7!3m6!1s0x2dd247900c24606f:0xdf8d613a3f554cfa!8m2!3d-8.699716!4d115.1808475!16s%2Fg%2F11nmrg56x7!19sChIJb2AkDJBH0i0R-kxVPzphjd8?authuser=0&hl=id&rclk=1,-8.699716,115.1808475,https://www.tiktok.com/@rofakuta.hotel/video/7533583052182670648,https://www.tiktok.com/@tahoma.cafe/video/7539448575541955846,https://www.tiktok.com/@deliciousbalii/video/7504571159019605253
736,Veranda Cafe,Denpasar,4.4,595,Work from Cafe | Vibrant Nightlife,"['wifi', 'pizza', 'rasa', 'meeting', 'colokan', 'standar']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Veranda+Cafe/data=!4m7!3m6!1s0x2dd2406163165ca3:0x77d1526b8fb65695!8m2!3d-8.6589994!4d115.2394401!16s%2Fg%2F1pzwdpll6!19sChIJo1wWY2FA0i0RlVa2j2tS0Xc?authuser=0&hl=id&rclk=1,-8.6589994,115.2394401,https://www.tiktok.com/@dynatobingg/video/7516764721828072709,https://www.tiktok.com/@dynatobingg/video/7528266202947407109,https://www.tiktok.com/@lovizta.paradise/video/7321547931604258053
737,Kefee Donut Coffee & Matcha,Denpasar,4.8,855,Family Friendly | Work from Cafe | Vibrant Nightlife,"['aesthetic', 'luas', 'wifi', 'kasir', 'foto', 'donat']",Rp 80–200k,Malam jam 7pm+,https://www.google.com/maps/place/Kefee+Donut+Coffee+%26+Matcha/data=!4m7!3m6!1s0x2dd241083e4baced:0xdd1a2423aeb141c4!8m2!3d-8.6571406!4d115.1915351!16s%2Fg%2F11rsp8nn4j!19sChIJ7axLPghB0i0RxEGxriMkGt0?authuser=0&hl=id&rclk=1,-8.6571406,115.1915351,https://www.tiktok.com/@foodreyy/video/7549270869072219448,https://www.tiktok.com/@odikabayu/video/7587260300399873301,https://www.tiktok.com/@baliwonderfood/video/7551320125274688773
738,Resident Coffee and Tea,Denpasar,4.7,238,Work from Cafe | Vibrant Nightlife,"['atmosphere', 'cookies', 'buku', 'pilihan', 'arsitek', 'angin']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Resident+Coffee+and+Tea/data=!4m7!3m6!1s0x2dd2411f93af80bf:0x103d39c520102a45!8m2!3d-8.6767903!4d115.2388203!16s%2Fg%2F11nm_sst5r!19sChIJv4Cvkx9B0i0RRSoQIMU5PRA?authuser=0&hl=id&rclk=1,-8.6767903,115.2388203,https://www.tiktok.com/@nixentangkere/video/7609638263199943943,https://www.tiktok.com/@intankusumasari1/video/7608437985943637268,https://www.tiktok.com/@wiraabhuana/video/7498154394551192850
739,Mood Coffee Bali,Denpasar,4.1,393,Work from Cafe | Vibrant Nightlife,"['lantai', 'pelayanan', 'pesan', 'interior', 'motor', 'strategis']",Rp 30–100k,Malam jam 7pm+,https://www.google.com/maps/place/Mood+Coffee+Bali/data=!4m7!3m6!1s0x2dd241a7da458b0d:0x5b614f39e97d7b92!8m2!3d-8.6575074!4d115.214535!16s%2Fg%2F11swcx22gk!19sChIJDYtF2qdB0i0Rknt96TlPYVs?authuser=0&hl=id&rclk=1,-8.6575074,115.214535,https://www.tiktok.com/@moodcoffeebali/video/7517565259692002566,https://www.tiktok.com/@moodcoffeebali/video/7527307631485013254,https://www.tiktok.com/@moodcoffeebali/video/7536516161173769477
740,BROWNFOX Waffle & Coffee,Denpasar,4.5,1764,Work from Cafe | Vibrant Nightlife,"['curry', 'souffle', 'lembut', 'savoury', 'spaghetti carbonara', 'wafel karamel asin']",Rp 80–200k,Malam jam 7pm+,https://www.google.com/maps/place/BROWNFOX+Waffle+%26+Coffee/data=!4m7!3m6!1s0x2dd240f2696d51bb:0x8347fd950810c7b1!8m2!3d-8.6730324!4d115.2257082!16s%2Fg%2F11g6xmzyjq!19sChIJu1FtafJA0i0RsccQCJX9R4M?authuser=0&hl=id&rclk=1,-8.6730324,115.2257082,https://www.tiktok.com/@daverichardson42/video/7523539833113808150,https://www.tiktok.com/@intankusumasari1/video/7308247870430350598,https://www.tiktok.com/@fathiaamaliaa/video/7638885552070151442
741,The Magendra,Denpasar,4.7,1176,Work from Cafe | Vibrant Nightlife,"['ruang meeting', 'lantai', 'cafe', 'wifi', 'gym', 'iqos']",Rp 150–400k,Malam jam 7pm+,https://www.google.com/maps/place/The+Magendra/data=!4m7!3m6!1s0x2dd2477490d7756d:0x139a2ce60eadc360!8m2!3d-8.6780045!4d115.1863406!16s%2Fg%2F11hzwfr95c!19sChIJbXXXkHRH0i0RYMOtDuYsmhM?authuser=0&hl=id&rclk=1,-8.6780045,115.1863406,https://www.tiktok.com/@themagendrabali/video/7509809336735091976,https://www.tiktok.com/@themagendrabali/video/7553931983236173074,https://www.tiktok.com/@ajengtriah/video/7423401408902204680
742,HANAKA COFFEE,Denpasar,4.4,437,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'latte', 'cappucino', 'baristanya', 'konsep', 'pelayanan']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/HANAKA+COFFEE/data=!4m7!3m6!1s0x2dd2413eb28ec99f:0x7bd1f634612704d6!8m2!3d-8.6772962!4d115.2103702!16s%2Fg%2F11h6ddy2_t!19sChIJn8mOsj5B0i0R1gQnYTT20Xs?authuser=0&hl=id&rclk=1,-8.6772962,115.2103702,https://www.tiktok.com/@tesaamalia_/video/7576815346254908690,https://www.tiktok.com/@jeffrihan/video/7588427519934598408,https://www.tiktok.com/@odikabayu/video/7599994961915956488
743,Nilo Coffee & Kitchen,Denpasar,4.3,1239,Sunset & View | Family Friendly | Work from Cafe | Vibrant Nightlife,"['luas', 'pesan', 'foto', 'makan malam', 'tempat parkir', 'kasir']",Rp 50–150k,Sunset jam 5–7pm,https://www.google.com/maps/place/Nilo+Coffee+%26+Kitchen/data=!4m7!3m6!1s0x2dd2408a5adbef79:0xacf267147503d8d0!8m2!3d-8.6658372!4d115.2342851!16s%2Fg%2F11dym98jpn!19sChIJee_bWopA0i0R0NgDdRRn8qw?authuser=0&hl=id&rclk=1,-8.6658372,115.2342851,https://www.tiktok.com/@yoksbridal.id/video/7425044278113471762,https://www.tiktok.com/@balimaknyus/video/7390383538824170758,https://www.tiktok.com/@nilocoffeeandkitchen/video/7564223756428758290
744,Hita Coffee,Denpasar,4.6,249,Family Friendly | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'croissant', 'pelayanan', 'luas', 'latte', 'wifi']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Hita+Coffee/data=!4m7!3m6!1s0x2dd23f9d15451573:0xe0e5e379156b29ef!8m2!3d-8.6496857!4d115.2112134!16s%2Fg%2F11hxyd34xs!19sChIJcxVFFZ0_0i0R7ylrFXnj5eA?authuser=0&hl=id&rclk=1,-8.6496857,115.2112134,https://www.tiktok.com/@hitacoffeebali/video/7546117502078569784,https://www.tiktok.com/@hitacoffeebali/video/7534158808302554376,https://www.tiktok.com/@deliciousbalii/video/7113049801901608218
745,Jiwan Coffee & Things Bali,Denpasar,4.7,208,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'lantai', 'meeting', 'pilihan', 'pelayanan', 'meja']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Jiwan+Coffee+%26+Things+Bali/data=!4m7!3m6!1s0x2dd241dc5e3a1b11:0x69fe9556db071552!8m2!3d-8.6613125!4d115.2495625!16s%2Fg%2F11v00dqnw3!19sChIJERs6XtxB0i0RUhUH21aV_mk?authuser=0&hl=id&rclk=1,-8.6613125,115.2495625,https://www.tiktok.com/@jiwan.bali/video/7608197444106521876,https://www.tiktok.com/@jiwan.bali/video/7611861753571396884,https://www.tiktok.com/@jiwan.bali/video/7594435170187431176
746,KAWAII ANIME CAFE,Denpasar,4.8,162,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'cocktail', 'foto', 'qris', 'makanan minuman', 'fried rice']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/KAWAII+ANIME+CAFE/data=!4m7!3m6!1s0x2dd241ef5f21386d:0xad339c267f27f304!8m2!3d-8.6600769!4d115.2092658!16s%2Fg%2F11tg6cndtc!19sChIJbTghX-9B0i0RBPMnfyacM60?authuser=0&hl=id&rclk=1,-8.6600769,115.2092658,https://www.tiktok.com/@animaid_cafe/video/7638629713593896214,,
747,Warung Luggher & Koffie - Denpasar,Denpasar,4.7,156,Sunset & View | Family Friendly | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'signature', 'latte', 'luas', 'nasi bakar', 'tempe mendoan']",Rp 15–50k,Sunset jam 5–7pm,https://www.google.com/maps/place/Warung+Luggher+%26+Koffie+-+Denpasar/data=!4m7!3m6!1s0x2dd23f66a65e0c57:0x8033b9e9ce02b04f!8m2!3d-8.6363997!4d115.2251063!16s%2Fg%2F11q7n6_nbf!19sChIJVwxepmY_0i0RT7ACzum5M4A?authuser=0&hl=id&rclk=1,-8.6363997,115.2251063,https://www.tiktok.com/@amoy_foodtravel/video/7495541732314975493,https://www.tiktok.com/@warungluggherbali/video/7508643536078638342,https://www.tiktok.com/@warungluggherbali/video/7627381383123455250
748,Ontario Social Coffee,Denpasar,4.4,358,Family Friendly | Work from Cafe | Vibrant Nightlife,"['motor', 'musik', 'kasir', 'pencucian', 'pesan', 'rice']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Ontario+Social+Coffee/data=!4m7!3m6!1s0x2dd24152f46fcc33:0xf664620cae09b12f!8m2!3d-8.6641315!4d115.2407559!16s%2Fg%2F11r_cnl54b!19sChIJM8xv9FJB0i0RL7EJrgxiZPY?authuser=0&hl=id&rclk=1,-8.6641315,115.2407559,https://www.tiktok.com/@ontario.coffee/video/7541256882585881874,https://www.tiktok.com/@ontario.coffee/video/7498189932092099847,https://www.tiktok.com/@detroitmotowashbali/video/7570943263935433992
749,kyoto country club,Denpasar,4.9,1796,Work from Cafe | Vibrant Nightlife,"['ramen', 'tiramisu', 'sushi', 'butadon', 'yakitori', 'tatami']",Rp 150–400k,Malam jam 7pm+,https://www.google.com/maps/place/kyoto+country+club/data=!4m7!3m6!1s0x2dd2416b761ef68f:0xf517c913a3d9c740!8m2!3d-8.653921!4d115.2151658!16s%2Fg%2F11sc75zptn!19sChIJj_YedmtB0i0RQMfZoxPJF_U?authuser=0&hl=id&rclk=1,-8.653921,115.2151658,https://www.tiktok.com/@kyotocountryclub/video/7624742723848899861,https://www.tiktok.com/@leonadewz/video/7630104039467830536,https://www.tiktok.com/@kyotocountryclub/video/7510583094806727957
750,Guar Coffee,Denpasar,4.9,200,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'barista', 'latte', 'cappucino', 'santai', 'dopamin']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Guar+Coffee/data=!4m7!3m6!1s0x2dd23fa4438de885:0xaf04ce0f619e7700!8m2!3d-8.6467951!4d115.2247207!16s%2Fg%2F11qmbj76f9!19sChIJheiNQ6Q_0i0RAHeeYQ_OBK8?authuser=0&hl=id&rclk=1,-8.6467951,115.2247207,https://www.tiktok.com/@putueriksetiawan/video/7517217843897748744,https://www.tiktok.com/@moynovhee/video/7600629008824356104,https://www.tiktok.com/@reiyarvie/video/7610009589395852562
